	0
mmu-mir-8097	118
mmu-miR-8097	21
mmu-mir-6951	74
mmu-miR-6951-5p	20
mmu-miR-6951-3p	20
mmu-mir-1907	89
mmu-miR-1907	21
mmu-mir-28c	74
mmu-miR-28c	19
mmu-mir-30b	95
mmu-miR-30b-5p	21
mmu-miR-30b-3p	21
mmu-mir-30d	81
mmu-miR-30d-5p	21
mmu-miR-30d-3p	21
mmu-mir-151	67
mmu-miR-151-5p	20
mmu-miR-151-3p	20
mmu-mir-6952	60
mmu-miR-6952-5p	21
mmu-miR-6952-3p	21
mmu-mir-1942	62
mmu-miR-1942	20
mmu-mir-6953	67
mmu-miR-6953-5p	25
mmu-miR-6953-3p	23
mmu-mir-3079	89
mmu-miR-3079-5p	22
mmu-miR-3079-3p	20
mmu-mir-6954	59
mmu-miR-6954-5p	21
mmu-miR-6954-3p	20
mmu-mir-7676-1	61
mmu-miR-7676-5p	22
mmu-miR-7676-3p	21
mmu-mir-7676-2	61
mmu-miR-7676-5p	22
mmu-miR-7676-3p	21
mmu-mir-6955	73
mmu-miR-6955-5p	23
mmu-miR-6955-3p	21
mmu-mir-6956	61
mmu-miR-6956-5p	19
mmu-miR-6956-3p	19
mmu-mir-1943	72
mmu-miR-1943-5p	22
mmu-miR-1943-3p	20
mmu-mir-7213	56
mmu-miR-7213-5p	19
mmu-miR-7213-3p	19
mmu-mir-6957	63
mmu-miR-6957-5p	20
mmu-miR-6957-3p	21
mmu-mir-5113	81
mmu-miR-5113	22
mmu-mir-33	68
mmu-miR-33-5p	20
mmu-miR-33-3p	21
mmu-mir-7684	59
mmu-miR-7684-5p	20
mmu-miR-7684-3p	21
mmu-mir-3080	78
mmu-miR-3080-5p	19
mmu-miR-3080-3p	21
mmu-mir-12186	55
mmu-miR-12186-5p	20
mmu-miR-12186-3p	20
mmu-mir-12186	55
mmu-miR-12186-5p	20
mmu-miR-12186-3p	20
mmu-mir-6392	107
mmu-miR-6392-5p	22
mmu-miR-6392-3p	22
mmu-mir-1249	97
mmu-miR-1249-5p	24
mmu-miR-1249-3p	21
mmu-let-7c-2	94
mmu-let-7c-5p	21
mmu-let-7c-2-3p	21
mmu-let-7b	84
mmu-let-7b-5p	21
mmu-let-7b-3p	21
mmu-mir-6393	93
mmu-miR-6393	21
mmu-mir-7118	60
mmu-miR-7118-5p	21
mmu-miR-7118-3p	21
mmu-mir-6958	72
mmu-miR-6958-5p	21
mmu-miR-6958-3p	22
mmu-mir-6959	74
mmu-miR-6959-5p	22
mmu-miR-6959-3p	21
mmu-mir-7648	52
mmu-miR-7648-5p	19
mmu-miR-7648-3p	20
mmu-mir-1291	116
mmu-miR-1291	25
mmu-mir-6960	60
mmu-miR-6960-5p	21
mmu-miR-6960-3p	21
mmu-mir-6961	66
mmu-miR-6961-5p	19
mmu-miR-6961-3p	21
mmu-mir-6962	62
mmu-miR-6962-5p	19
mmu-miR-6962-3p	21
mmu-mir-1941	82
mmu-miR-1941-5p	23
mmu-miR-1941-3p	20
mmu-mir-12187	61
mmu-miR-12187-5p	21
mmu-miR-12187-3p	20
mmu-mir-688	74
mmu-miR-688	19
mmu-mir-196a-2	84
mmu-miR-196a-5p	21
mmu-miR-196a-2-3p	21
mmu-mir-615	91
mmu-miR-615-5p	21
mmu-miR-615-3p	21
mmu-mir-148b	96
mmu-miR-148b-5p	23
mmu-miR-148b-3p	21
mmu-mir-6963	70
mmu-miR-6963-5p	23
mmu-miR-6963-3p	22
mmu-mir-6364	85
mmu-miR-6364	21
mmu-mir-1945	77
mmu-miR-1945	21
mmu-mir-193b	78
mmu-miR-193b-5p	21
mmu-miR-193b-3p	21
mmu-mir-365-1	86
mmu-miR-365-1-5p	22
mmu-miR-365-3p	21
mmu-mir-6365	100
mmu-miR-6365	21
mmu-mir-484	66
mmu-miR-484	21
mmu-mir-130b	81
mmu-miR-130b-5p	21
mmu-miR-130b-3p	21
mmu-mir-301b	96
mmu-miR-301b-5p	21
mmu-miR-301b-3p	22
mmu-mir-6366	81
mmu-miR-6366	21
mmu-mir-1306	78
mmu-miR-1306-3p	20
mmu-miR-1306-5p	22
mmu-mir-3618	87
mmu-miR-3618-5p	21
mmu-miR-3618-3p	21
mmu-mir-185	64
mmu-miR-185-5p	21
mmu-miR-185-3p	20
mmu-mir-1224	84
mmu-miR-1224-5p	20
mmu-miR-1224-3p	20
mmu-mir-7680	53
mmu-miR-7680-5p	19
mmu-miR-7680-3p	21
mmu-mir-8095	128
mmu-miR-8095	21
mmu-mir-6362	106
mmu-miR-6362	21
mmu-mir-28a	85
mmu-miR-28a-5p	21
mmu-miR-28a-3p	21
mmu-mir-690	108
mmu-miR-690	21
mmu-mir-1946a	133
mmu-miR-1946a	26
mmu-mir-1947	84
mmu-miR-1947-5p	21
mmu-miR-1947-3p	21
mmu-mir-6540	107
mmu-miR-6540-5p	21
mmu-miR-6540-3p	20
mmu-mir-568	82
mmu-miR-568	19
mmu-mir-3470b	125
mmu-miR-3470b	20
mmu-mir-3081	83
mmu-miR-3081-5p	22
mmu-miR-3081-3p	22
mmu-mir-6363	113
mmu-miR-6363	21
mmu-mir-5118	66
mmu-miR-5118	18
mmu-mir-1970b	59
mmu-miR-1970b-5p	23
mmu-mir-691	77
mmu-miR-691	21
mmu-mir-99a	64
mmu-miR-99a-5p	21
mmu-miR-99a-3p	20
mmu-let-7c-1	93
mmu-let-7c-5p	21
mmu-let-7c-1-3p	21
mmu-mir-125b-2	70
mmu-miR-125b-5p	21
mmu-miR-125b-2-3p	21
mmu-mir-155	64
mmu-miR-155-5p	22
mmu-miR-155-3p	20
mmu-mir-6367	101
mmu-miR-6367	21
mmu-mir-802	96
mmu-miR-802-5p	21
mmu-miR-802-3p	21
mmu-mir-6964	58
mmu-miR-6964-5p	20
mmu-miR-6964-3p	19
mmu-mir-692-1	108
mmu-miR-692	20
mmu-mir-99b	69
mmu-miR-99b-5p	21
mmu-miR-99b-3p	21
mmu-let-7e	92
mmu-let-7e-5p	21
mmu-let-7e-3p	21
mmu-mir-125a	67
mmu-miR-125a-5p	23
mmu-miR-125a-3p	21
mmu-mir-5125	78
mmu-miR-5125	19
mmu-mir-5134	77
mmu-miR-5134-5p	20
mmu-miR-5134-3p	21
mmu-mir-6965	63
mmu-miR-6965-5p	23
mmu-miR-6965-3p	21
mmu-mir-12188	73
mmu-miR-12188-5p	23
mmu-miR-12188-3p	26
mmu-mir-3547	87
mmu-miR-3547-5p	24
mmu-miR-3547-3p	20
mmu-mir-6966	71
mmu-miR-6966-5p	20
mmu-miR-6966-3p	20
mmu-mir-3082	63
mmu-miR-3082-5p	21
mmu-miR-3082-3p	21
mmu-mir-6967-1	57
mmu-miR-6967-5p	20
mmu-miR-6967-3p	19
mmu-mir-6968	67
mmu-miR-6968-5p	21
mmu-miR-6968-3p	21
mmu-mir-3083	63
mmu-miR-3083-5p	21
mmu-miR-3083-3p	21
mmu-mir-3083b	56
mmu-miR-3083b-5p	21
mmu-miR-3083b-3p	21
mmu-mir-7677	66
mmu-miR-7677-5p	24
mmu-miR-7677-3p	22
mmu-mir-7214	60
mmu-miR-7214-5p	22
mmu-miR-7214-3p	23
mmu-mir-7216	75
mmu-miR-7216-5p	23
mmu-miR-7216-3p	20
mmu-mir-7217	61
mmu-miR-7217-5p	24
mmu-miR-7217-3p	21
mmu-mir-7218	58
mmu-miR-7218-5p	20
mmu-miR-7218-3p	23
mmu-mir-6969	60
mmu-miR-6969-5p	21
mmu-miR-6969-3p	19
mmu-mir-7667	62
mmu-miR-7667-5p	21
mmu-miR-7667-3p	21
mmu-mir-6967-2	57
mmu-miR-6967-5p	20
mmu-miR-6967-3p	19
mmu-mir-219a-1	109
mmu-miR-219a-5p	20
mmu-miR-219a-1-3p	21
mmu-mir-219c	59
mmu-miR-219c-5p	21
mmu-miR-219c-3p	21
mmu-mir-6971	62
mmu-miR-6971-5p	19
mmu-miR-6971-3p	20
mmu-mir-6970	66
mmu-miR-6970-5p	24
mmu-miR-6970-3p	20
mmu-mir-6972	63
mmu-miR-6972-5p	22
mmu-miR-6972-3p	20
mmu-mir-6973a	77
mmu-miR-6973a-5p	21
mmu-miR-6973a-3p	21
mmu-mir-6974	82
mmu-miR-6974-5p	23
mmu-miR-6974-3p	21
mmu-mir-6975	60
mmu-miR-6975-5p	22
mmu-miR-6975-3p	19
mmu-mir-8094	116
mmu-miR-8094	20
mmu-mir-1894	80
mmu-miR-1894-5p	21
mmu-miR-1894-3p	21
mmu-mir-877	84
mmu-miR-877-5p	19
mmu-miR-877-3p	21
mmu-mir-693	88
mmu-miR-693-5p	20
mmu-miR-693-3p	22
mmu-mir-6976	62
mmu-miR-6976-5p	22
mmu-miR-6976-3p	20
mmu-mir-7b	110
mmu-miR-7b-5p	23
mmu-miR-7b-3p	21
mmu-mir-6977	63
mmu-miR-6977-5p	24
mmu-miR-6977-3p	21
mmu-mir-6978	56
mmu-miR-6978-5p	22
mmu-miR-6978-3p	22
mmu-mir-6420	101
mmu-miR-6420	20
mmu-mir-5709	88
mmu-miR-5709-5p	21
mmu-miR-5709-3p	21
mmu-mir-1195	97
mmu-miR-1195	22
mmu-mir-12189	56
mmu-miR-12189-3p	19
mmu-mir-12190	71
mmu-miR-12190-3p	17
mmu-mir-1893	82
mmu-miR-1893	21
mmu-mir-133a-1	67
mmu-miR-133a-5p	20
mmu-miR-133a-3p	21
mmu-mir-1b	121
mmu-miR-1b-5p	20
mmu-miR-1b-3p	22
mmu-mir-1a-2	71
mmu-miR-1a-3p	21
mmu-miR-1a-2-5p	22
mmu-mir-1901	77
mmu-miR-1901	21
mmu-mir-1948	84
mmu-miR-1948-5p	20
mmu-miR-1948-3p	21
mmu-mir-6360	125
mmu-miR-6360	21
mmu-mir-187	60
mmu-miR-187-5p	21
mmu-miR-187-3p	21
mmu-mir-6361	100
mmu-miR-6361	22
mmu-mir-12191	78
mmu-miR-12191-5p	19
mmu-miR-12191-3p	20
mmu-mir-1949	69
mmu-miR-1949	23
mmu-mir-6979	55
mmu-miR-6979-5p	19
mmu-miR-6979-3p	20
mmu-mir-6981	114
mmu-miR-6981-5p	25
mmu-miR-6981-3p	21
mmu-mir-6980	58
mmu-miR-6980-5p	21
mmu-miR-6980-3p	19
mmu-mir-1258	59
mmu-miR-1258-5p	21
mmu-miR-1258-3p	21
mmu-mir-6355	105
mmu-miR-6355	20
mmu-mir-5107	87
mmu-miR-5107-5p	20
mmu-miR-5107-3p	21
mmu-mir-7220	59
mmu-miR-7220-5p	21
mmu-miR-7220-3p	22
mmu-mir-6982	67
mmu-miR-6982-5p	24
mmu-miR-6982-3p	20
mmu-mir-6983	63
mmu-miR-6983-5p	21
mmu-miR-6983-3p	22
mmu-mir-378a	65
mmu-miR-378a-5p	21
mmu-miR-378a-3p	20
mmu-mir-145a	69
mmu-miR-145a-5p	22
mmu-miR-145a-3p	21
mmu-mir-143	62
mmu-miR-143-5p	20
mmu-miR-143-3p	20
mmu-mir-122	65
mmu-miR-122-5p	21
mmu-miR-122-3p	21
mmu-mir-122b	58
mmu-miR-122b-5p	21
mmu-miR-122b-3p	21
mmu-mir-694	69
mmu-miR-694	18
mmu-mir-7219	53
mmu-miR-7219-5p	22
mmu-miR-7219-3p	20
mmu-mir-6356	101
mmu-miR-6356	20
mmu-mir-145b	74
mmu-miR-145b	20
mmu-mir-6357	103
mmu-miR-6357	22
mmu-mir-6358	100
mmu-miR-6358	22
mmu-mir-5127	70
mmu-miR-5127	18
mmu-mir-5112	59
mmu-miR-5112	18
mmu-mir-6359	80
mmu-miR-6359	20
mmu-mir-6984	63
mmu-miR-6984-5p	23
mmu-miR-6984-3p	20
mmu-mir-12192	49
mmu-miR-12192-5p	20
mmu-mir-6985	60
mmu-miR-6985-5p	21
mmu-miR-6985-3p	20
mmu-mir-6986	57
mmu-miR-6986-5p	21
mmu-miR-6986-3p	18
mmu-mir-6987	72
mmu-miR-6987-5p	21
mmu-miR-6987-3p	22
mmu-mir-6988	58
mmu-miR-6988-5p	20
mmu-miR-6988-3p	21
mmu-mir-12193	62
mmu-miR-12193-5p	21
mmu-miR-12193-3p	20
mmu-mir-194-2	85
mmu-miR-194-5p	21
mmu-miR-194-2-3p	21
mmu-mir-192	88
mmu-miR-192-5p	20
mmu-miR-192-3p	21
mmu-mir-6989	64
mmu-miR-6989-5p	21
mmu-miR-6989-3p	21
mmu-mir-5046	58
mmu-miR-5046	23
mmu-mir-6990	90
mmu-miR-6990-5p	20
mmu-miR-6990-3p	20
mmu-mir-6991	69
mmu-miR-6991-5p	21
mmu-miR-6991-3p	21
mmu-mir-6992	108
mmu-miR-6992-5p	22
mmu-miR-6992-3p	21
mmu-mir-5136	75
mmu-miR-5136	19
mmu-mir-6993	64
mmu-miR-6993-5p	22
mmu-miR-6993-3p	20
mmu-mir-6994	72
mmu-miR-6994-5p	22
mmu-miR-6994-3p	20
mmu-mir-496b	112
mmu-miR-496b	21
mmu-mir-204	67
mmu-miR-204-5p	21
mmu-miR-204-3p	20
mmu-mir-1192	120
mmu-miR-1192	21
mmu-mir-3084-1	68
mmu-miR-3084-5p	21
mmu-miR-3084-3p	20
mmu-mir-101b	96
mmu-miR-101b-5p	22
mmu-miR-101b-3p	18
mmu-mir-3970	89
mmu-miR-3970	19
mmu-mir-107	86
mmu-miR-107-5p	22
mmu-miR-107-3p	22
mmu-mir-1950	73
mmu-miR-1950	21
mmu-mir-8092	86
mmu-miR-8092	20
mmu-mir-8091	138
mmu-miR-8091	21
mmu-mir-3085	88
mmu-miR-3085-5p	24
mmu-miR-3085-3p	20
mmu-mir-5114	60
mmu-miR-5114	21
mmu-mir-6405	123
mmu-miR-6405	22
mmu-mir-146b	108
mmu-miR-146b-5p	21
mmu-miR-146b-3p	21
mmu-mir-6995	70
mmu-miR-6995-5p	22
mmu-miR-6995-3p	20
mmu-mir-8090	135
mmu-miR-8090	19
mmu-mir-6407	100
mmu-miR-6407	22
mmu-mir-6715	56
mmu-miR-6715-5p	22
mmu-miR-6715-3p	20
mmu-mir-5623	69
mmu-miR-5623-5p	23
mmu-miR-5623-3p	21
mmu-mir-3086	86
mmu-miR-3086-5p	19
mmu-miR-3086-3p	21
mmu-mir-3084-2	68
mmu-miR-3084-5p	21
mmu-miR-3084-3p	20
mmu-mir-466m	83
mmu-miR-466m-5p	22
mmu-miR-466m-3p	21
mmu-mir-466f-1	93
mmu-miR-466f-5p	21
mmu-miR-466f-3p	20
mmu-mir-669f	120
mmu-miR-669f-5p	23
mmu-miR-669f-3p	22
mmu-mir-669e	118
mmu-miR-669e-5p	21
mmu-miR-669e-3p	20
mmu-mir-669b	96
mmu-miR-669b-5p	21
mmu-miR-669b-3p	22
mmu-mir-669d	120
mmu-miR-669d-5p	21
mmu-miR-669d-3p	20
mmu-mir-466f-2	93
mmu-miR-466f-5p	21
mmu-miR-466f-3p	20
mmu-mir-669l	97
mmu-miR-669l-5p	21
mmu-miR-669l-3p	21
mmu-mir-669d-2	85
mmu-miR-669d-5p	21
mmu-miR-669d-2-3p	21
mmu-mir-466f-3	93
mmu-miR-466f-5p	21
mmu-miR-466f-3p	20
mmu-mir-297a-2	89
mmu-miR-297a-5p	21
mmu-mir-466o	83
mmu-miR-466o-5p	21
mmu-miR-466o-3p	21
mmu-mir-467c	96
mmu-miR-467c-5p	21
mmu-miR-467c-3p	21
mmu-mir-466b-1	81
mmu-miR-466b-5p	21
mmu-miR-466b-3p	21
mmu-mir-669a-3	108
mmu-miR-669a-5p	23
mmu-miR-669a-3-3p	22
mmu-mir-669k	126
mmu-miR-669k-5p	24
mmu-miR-669k-3p	20
mmu-mir-467a-1	72
mmu-miR-467a-5p	21
mmu-miR-467a-3p	21
mmu-mir-466b-8	85
mmu-miR-466b-5p	21
mmu-miR-466b-3p	21
mmu-mir-669a-1	96
mmu-miR-669a-5p	23
mmu-miR-669a-3p	22
mmu-mir-669g	122
mmu-miR-669g	22
mmu-mir-669j	120
mmu-miR-669j	21
mmu-mir-467a-2	82
mmu-miR-467a-5p	21
mmu-miR-467a-3p	21
mmu-mir-466e	83
mmu-miR-466e-5p	21
mmu-miR-466e-3p	22
mmu-mir-669a-4	86
mmu-miR-669a-5p	23
mmu-miR-669a-3p	22
mmu-mir-467b	72
mmu-miR-467b-5p	20
mmu-miR-467b-3p	21
mmu-mir-466c-1	83
mmu-miR-466c-5p	23
mmu-miR-466c-3p	21
mmu-mir-669a-5	86
mmu-miR-669a-5p	23
mmu-miR-669a-3p	22
mmu-mir-467a-3	82
mmu-miR-467a-5p	21
mmu-miR-467a-3p	21
mmu-mir-466c-2	89
mmu-miR-466c-5p	23
mmu-miR-466c-3p	21
mmu-mir-669a-6	86
mmu-miR-669a-5p	23
mmu-miR-669a-3p	22
mmu-mir-467a-4	82
mmu-miR-467a-5p	21
mmu-miR-467a-3p	21
mmu-mir-466b-4	89
mmu-miR-466b-5p	21
mmu-miR-466b-3p	21
mmu-mir-669a-7	86
mmu-miR-669a-5p	23
mmu-miR-669a-3p	22
mmu-mir-467a-5	82
mmu-miR-467a-5p	21
mmu-miR-467a-3p	21
mmu-mir-466b-5	87
mmu-miR-466b-5p	21
mmu-miR-466b-3p	21
mmu-mir-669p-1	86
mmu-miR-669p-5p	23
mmu-miR-669p-3p	23
mmu-mir-467a-6	82
mmu-miR-467a-5p	21
mmu-miR-467a-3p	21
mmu-mir-466c-3	89
mmu-miR-466c-5p	23
mmu-miR-466c-3p	21
mmu-mir-669a-8	86
mmu-miR-669a-5p	23
mmu-miR-669a-3p	22
mmu-mir-467a-7	82
mmu-miR-467a-5p	21
mmu-miR-467a-3p	21
mmu-mir-466b-6	89
mmu-miR-466b-5p	21
mmu-miR-466b-3p	21
mmu-mir-669a-9	86
mmu-miR-669a-5p	23
mmu-miR-669a-3p	22
mmu-mir-467a-8	82
mmu-miR-467a-5p	21
mmu-miR-467a-3p	21
mmu-mir-466b-7	87
mmu-miR-466b-5p	21
mmu-miR-466b-3p	21
mmu-mir-669p-2	86
mmu-miR-669p-5p	23
mmu-miR-669p-3p	23
mmu-mir-467a-9	82
mmu-miR-467a-5p	21
mmu-miR-467a-3p	21
mmu-mir-466b-2	81
mmu-miR-466b-5p	21
mmu-miR-466b-3p	21
mmu-mir-669a-10	86
mmu-miR-669a-5p	23
mmu-miR-669a-3p	22
mmu-mir-669a-11	86
mmu-miR-669a-5p	23
mmu-miR-669a-3p	22
mmu-mir-467a-10	82
mmu-miR-467a-5p	21
mmu-miR-467a-3p	21
mmu-mir-466b-3	80
mmu-miR-466b-5p	21
mmu-miR-466b-3p	21
mmu-mir-669a-12	86
mmu-miR-669a-5p	23
mmu-miR-669a-3p	22
mmu-mir-467e	86
mmu-miR-467e-5p	21
mmu-miR-467e-3p	21
mmu-mir-466p	88
mmu-miR-466p-5p	20
mmu-miR-466p-3p	21
mmu-mir-467d	84
mmu-miR-467d-5p	21
mmu-miR-467d-3p	21
mmu-mir-466a	72
mmu-miR-466a-5p	21
mmu-miR-466a-3p	22
mmu-mir-297c	97
mmu-miR-297c-5p	21
mmu-miR-297c-3p	21
mmu-mir-669c	108
mmu-miR-669c-5p	21
mmu-miR-669c-3p	21
mmu-mir-669a-2	96
mmu-miR-669a-5p	23
mmu-miR-669a-3p	22
mmu-mir-297b	108
mmu-miR-297b-5p	21
mmu-miR-297b-3p	21
mmu-mir-466d	95
mmu-miR-466d-5p	21
mmu-miR-466d-3p	20
mmu-mir-669m-1	97
mmu-miR-669m-5p	22
mmu-miR-669m-3p	21
mmu-mir-669m-2	97
mmu-miR-669m-5p	22
mmu-miR-669m-3p	21
mmu-mir-466n	93
mmu-miR-466n-5p	21
mmu-miR-466n-3p	21
mmu-mir-669o	95
mmu-miR-669o-5p	22
mmu-miR-669o-3p	22
mmu-mir-466g	79
mmu-miR-466g	20
mmu-mir-466h	80
mmu-miR-466h-5p	21
mmu-miR-466h-3p	18
mmu-mir-297a-3	101
mmu-miR-297a-5p	21
mmu-miR-297a-3p	21
mmu-mir-466l	120
mmu-miR-466l-5p	21
mmu-miR-466l-3p	21
mmu-mir-297a-4	97
mmu-miR-297a-5p	21
mmu-miR-297a-3p	21
mmu-mir-669i	126
mmu-miR-669i	20
mmu-mir-669h	124
mmu-miR-669h-5p	23
mmu-miR-669h-3p	21
mmu-mir-511	78
mmu-miR-511-5p	20
mmu-miR-511-3p	21
mmu-mir-6419	112
mmu-miR-6419	21
mmu-mir-7655	57
mmu-miR-7655-5p	21
mmu-miR-7655-3p	21
mmu-mir-3967	67
mmu-miR-3967	19
mmu-mir-7664	62
mmu-miR-7664-5p	20
mmu-miR-7664-3p	22
mmu-mir-3087	55
mmu-miR-3087-5p	20
mmu-miR-3087-3p	20
mmu-mir-6996	60
mmu-miR-6996-5p	20
mmu-miR-6996-3p	22
mmu-mir-126a	72
mmu-miR-126a-5p	20
mmu-miR-126a-3p	21
mmu-mir-126b	57
mmu-miR-126b-5p	21
mmu-miR-126b-3p	22
mmu-mir-7578	81
mmu-miR-7578	23
mmu-mir-3088	73
mmu-miR-3088-5p	21
mmu-miR-3088-3p	22
mmu-mir-133c	79
mmu-miR-133c	22
mmu-mir-219a-2	96
mmu-miR-219a-5p	20
mmu-miR-219a-2-3p	21
mmu-mir-219b	64
mmu-miR-219b-5p	21
mmu-miR-219b-3p	22
mmu-mir-6997	70
mmu-miR-6997-5p	21
mmu-miR-6997-3p	22
mmu-mir-3089	83
mmu-miR-3089-5p	21
mmu-miR-3089-3p	22
mmu-mir-6998	63
mmu-miR-6998-5p	21
mmu-miR-6998-3p	21
mmu-mir-7674	62
mmu-miR-7674-5p	23
mmu-miR-7674-3p	20
mmu-mir-3154	78
mmu-miR-3154	21
mmu-mir-199b	109
mmu-miR-199b-5p	22
mmu-miR-199b-3p	21
mmu-mir-1954	85
mmu-miR-1954	20
mmu-mir-8093	136
mmu-miR-8093	20
mmu-mir-2861	81
mmu-miR-2861	18
mmu-mir-3960	72
mmu-miR-3960	19
mmu-mir-5128	83
mmu-miR-5128	22
mmu-mir-181a-2	75
mmu-miR-181a-5p	22
mmu-miR-181a-2-3p	21
mmu-mir-181b-2	88
mmu-miR-181b-5p	23
mmu-miR-181b-2-3p	21
mmu-mir-6336	129
mmu-miR-6336	20
mmu-mir-5129	77
mmu-miR-5129-5p	21
mmu-miR-5129-3p	21
mmu-mir-195b	96
mmu-miR-195b	21
mmu-mir-6337	104
mmu-miR-6337	22
mmu-mir-7224	59
mmu-miR-7224-5p	20
mmu-miR-7224-3p	20
mmu-mir-6335	97
mmu-miR-6335	21
mmu-mir-10b	67
mmu-miR-10b-5p	22
mmu-miR-10b-3p	21
mmu-mir-684-1	85
mmu-miR-684	18
mmu-mir-130a	63
mmu-miR-130a-5p	21
mmu-miR-130a-3p	21
mmu-mir-6999	60
mmu-miR-6999-5p	22
mmu-miR-6999-3p	21
mmu-mir-1955	97
mmu-miR-1955-5p	24
mmu-miR-1955-3p	20
mmu-mir-7000	62
mmu-miR-7000-5p	21
mmu-miR-7000-3p	21
mmu-mir-7221	71
mmu-miR-7221-5p	20
mmu-miR-7221-3p	20
mmu-mir-7222	74
mmu-miR-7222-5p	26
mmu-miR-7222-3p	22
mmu-mir-7001	78
mmu-miR-7001-5p	22
mmu-miR-7001-3p	19
mmu-mir-129-2	89
mmu-miR-129-5p	20
mmu-miR-129-2-3p	21
mmu-mir-129b	64
mmu-miR-129b-5p	21
mmu-miR-129b-3p	22
mmu-mir-670	99
mmu-miR-670-5p	21
mmu-miR-670-3p	24
mmu-mir-1902	79
mmu-miR-1902	21
mmu-mir-7002	54
mmu-miR-7002-5p	20
mmu-miR-7002-3p	18
mmu-mir-1951	88
mmu-miR-1951	21
mmu-mir-674	99
mmu-miR-674-5p	21
mmu-miR-674-3p	21
mmu-mir-7665	62
mmu-miR-7665-5p	22
mmu-miR-7665-3p	21
mmu-mir-147	78
mmu-miR-147-5p	23
mmu-miR-147-3p	21
mmu-mir-3473g	135
mmu-miR-3473g	19
mmu-mir-6339	116
mmu-miR-6339	22
mmu-mir-6973b	79
mmu-miR-6973b-5p	23
mmu-miR-6973b-3p	19
mmu-mir-103-2	85
mmu-miR-103-3p	22
mmu-miR-103-2-5p	22
mmu-mir-3090	86
mmu-miR-3090-5p	20
mmu-miR-3090-3p	21
mmu-mir-1952	78
mmu-miR-1952	16
mmu-mir-1953	88
mmu-miR-1953	21
mmu-mir-5622	59
mmu-miR-5622-5p	21
mmu-miR-5622-3p	21
mmu-mir-695	108
mmu-miR-695	21
mmu-mir-499	78
mmu-miR-499-5p	20
mmu-miR-499-3p	22
mmu-mir-7685	61
mmu-miR-7685-5p	23
mmu-miR-7685-3p	20
mmu-mir-3474	57
mmu-miR-3474	21
mmu-mir-7003	65
mmu-miR-7003-5p	20
mmu-miR-7003-3p	18
mmu-mir-7678	70
mmu-miR-7678-5p	20
mmu-miR-7678-3p	21
mmu-mir-7004	63
mmu-miR-7004-5p	23
mmu-miR-7004-3p	20
mmu-mir-6340	118
mmu-miR-6340	22
mmu-mir-296	78
mmu-miR-296-5p	20
mmu-miR-296-3p	21
mmu-mir-298	81
mmu-miR-298-5p	22
mmu-miR-298-3p	23
mmu-mir-7005	68
mmu-miR-7005-5p	21
mmu-miR-7005-3p	24
mmu-mir-3091	75
mmu-miR-3091-5p	20
mmu-miR-3091-3p	21
mmu-mir-1a-1	76
mmu-miR-1a-1-5p	22
mmu-miR-1a-3p	21
mmu-mir-133a-2	103
mmu-miR-133a-5p	20
mmu-miR-133a-3p	21
mmu-mir-124-3	67
mmu-miR-124-5p	21
mmu-miR-124-3p	19
mmu-mir-7006	68
mmu-miR-7006-5p	24
mmu-miR-7006-3p	19
mmu-mir-124-2	108
mmu-miR-124-5p	21
mmu-miR-124-3p	19
mmu-mir-124b	56
mmu-miR-124b-3p	21
mmu-mir-7007	69
mmu-miR-7007-5p	22
mmu-miR-7007-3p	17
mmu-mir-3092	95
mmu-miR-3092-5p	21
mmu-miR-3092-3p	20
mmu-mir-466q	75
mmu-miR-466q	19
mmu-mir-551b	97
mmu-miR-551b-5p	22
mmu-miR-551b-3p	20
mmu-mir-21b	107
mmu-miR-21b	22
mmu-mir-7008	62
mmu-miR-7008-5p	23
mmu-miR-7008-3p	21
mmu-mir-1897	78
mmu-miR-1897-5p	21
mmu-miR-1897-3p	21
mmu-mir-6378	106
mmu-miR-6378	21
mmu-mir-7009	63
mmu-miR-7009-5p	21
mmu-miR-7009-3p	20
mmu-mir-6379	114
mmu-miR-6379	21
mmu-mir-12194	55
mmu-miR-12194-3p	21
mmu-mir-12195	64
mmu-miR-12195-5p	21
mmu-miR-12195-3p	19
mmu-mir-6377	113
mmu-miR-6377	22
mmu-mir-8120	138
mmu-miR-8120	21
mmu-mir-15b	63
mmu-miR-15b-5p	21
mmu-miR-15b-3p	21
mmu-mir-16-2	94
mmu-miR-16-5p	21
mmu-miR-16-2-3p	21
mmu-mir-7010	62
mmu-miR-7010-5p	21
mmu-miR-7010-3p	20
mmu-mir-466k	121
mmu-miR-466k	22
mmu-mir-3093	86
mmu-miR-3093-5p	21
mmu-miR-3093-3p	21
mmu-mir-9-1	88
mmu-miR-9-5p	22
mmu-miR-9-3p	21
mmu-mir-9b-1	57
mmu-miR-9b-5p	20
mmu-miR-9b-3p	20
mmu-mir-7011	72
mmu-miR-7011-5p	22
mmu-miR-7011-3p	20
mmu-mir-1905	81
mmu-miR-1905	21
mmu-mir-92b	82
mmu-miR-92b-5p	23
mmu-miR-92b-3p	21
mmu-mir-7669	57
mmu-miR-7669-5p	22
mmu-miR-7669-3p	22
mmu-mir-190b	79
mmu-miR-190b-5p	21
mmu-miR-190b-3p	22
mmu-mir-7012	63
mmu-miR-7012-5p	22
mmu-miR-7012-3p	21
mmu-mir-7013	71
